Date,District,Total_Fish_Landing_Tonnes,Indian_Mackerel_Tonnes,Oil_Sardine_Tonnes,Horse_Mackerel_Tonnes,Lesser_Sardine_Tonnes,Sea_Surface_Temperature_C,Wave_Height_m,Wave_Period_s,Wind_Speed_mps,Salinity_PSU,Dissolved_Oxygen_mg_L,pH_Level,Air_Pressure_hPa,Chlorophyll_a_mg_m3
12-04-2022,Palghar,4329.84,962.48,235.28,603.64,310.75,25.07,2.01,9.64,14.02,34.24,7.39,7.84,1005.69,1.259
13-04-2022,Thane,4646.59,1013.98,90.55,250.36,44.18,26.05,1.64,7.25,8.26,36.37,6.81,8.19,1010.3,1.258
23-04-2022,Palghar,2671.48,520.73,775.58,57.65,569.31,27.64,2.03,9.52,13.7,36.09,5.99,7.86,1013.98,1.683
29-04-2022,Sindhudurg,638.01,1143.99,984.17,430.87,289.09,25.86,0.95,4.56,3.63,33.82,7.27,7.76,1008.69,1.474
08-05-2022,Ratnagiri,1304.63,1016.63,390.51,102.94,133.02,31,3.32,8.82,2.98,35.14,6.93,7.85,1012.66,1.452
17-05-2022,Sindhudurg,2734.23,767.42,602.22,371.66,404.99,31.95,2.37,7.99,14.85,36.71,6.8,8.14,1012.16,1.581
20-05-2022,Mumbai,2398.59,570.49,899.22,553.34,63.42,26.29,2.39,11.04,2.09,34.71,7.5,7.54,1005.98,0.934
31-05-2022,Sindhudurg,2693.5,147.44,910.75,705.62,391.65,24.75,1.9,6.52,2.31,36.66,7.5,8.17,1007.45,2.433
11-06-2022,Sindhudurg,3791.61,796.77,255.66,553.04,620.52,30,3.63,6.56,6.69,33.25,6.94,7.74,1008.6,1.206
15-06-2022,Palghar,4071.53,496.12,543.89,612.46,250.59,31.37,0.85,11.08,7.72,35.48,7.34,7.82,1011.99,2.49
17-06-2022,Raigad,4541.33,328.99,530.95,60.7,416.99,31.67,3.7,5.4,9.11,35.95,7.85,7.73,1006.35,0.732
20-06-2022,Ratnagiri,3498.24,677.34,988.21,169.62,230.37,31.4,3.27,4.59,12.61,34.16,6.36,8.41,1006.39,1.891
29-06-2022,Raigad,1787.27,543.61,200.02,103.38,359.62,28.81,0.6,9.24,3.94,33.24,6.31,7.62,1011.36,1.884
02-07-2022,Ratnagiri,4440.78,1119.43,313.71,91.07,37.27,27.06,3.29,10.75,6.53,33.01,6.78,8.03,1008.64,1.072
16-07-2022,Mumbai,3650.97,519.91,856.12,621.51,85.2,31.49,0.88,8.74,4.58,35.4,7.21,8.28,1008.82,1.788
31-07-2022,Raigad,1977.64,871.06,201.51,111.99,447.72,28.29,3.74,3.61,7.46,34.94,5.45,7.74,1012.17,1.618
01-08-2022,Sindhudurg,1655.34,633.98,97.51,163.66,649.57,26.11,1.39,5.11,6.62,36.38,7.68,8.44,1011.69,0.889
03-08-2022,Thane,1534.33,1163.68,719.08,442.22,162.48,25.41,2.5,11.23,3.84,36.57,6.34,7.58,1005.75,0.643
10-08-2022,Raigad,4913.34,163.62,683.69,302.23,136.83,30.7,1.11,9.5,13.82,36.4,5.68,8.11,1011.56,0.863
17-08-2022,Palghar,2307.8,768.95,731.35,135.98,107.63,24.41,2.16,8,2.13,35.66,6.77,8.4,1008.44,0.944
06-09-2022,Sindhudurg,2570.78,217.14,847.51,656.8,87.08,30.09,1.88,9.96,13.68,35.19,5.27,8.45,1012.75,2.15
10-09-2022,Palghar,4664.69,1182.9,465.17,722.1,663.59,25.22,2.03,4.4,4.91,36.64,7.94,7.76,1014.2,2.029
14-09-2022,Palghar,4807.98,600.03,217.2,201.8,205.31,24.21,2.34,4.94,11.63,34.68,7.59,7.81,1014.58,1.951
18-09-2022,Palghar,1179.6,859.46,366.93,559.35,38.93,31.92,1.78,8.71,13.28,35.26,7.78,7.61,1013.4,1.149
24-09-2022,Sindhudurg,3509.5,909.54,389.79,513.2,309.65,29.34,2.31,10.41,7.24,33.64,5.92,7.75,1011.76,1.092
27-09-2022,Palghar,3534.02,743.58,591.01,327.95,121.86,31.46,1.71,11.15,10.82,34.16,5.44,7.93,1011.22,2.418
04-10-2022,Raigad,4173.92,546.94,572.06,182.55,167.9,29.27,0.52,9.16,7.47,33.48,6.02,7.88,1010.97,1.474
07-10-2022,Ratnagiri,4807.82,440,709.98,46.77,210.64,27.23,2.86,7.84,3.73,34.31,6.16,8.26,1011.77,1.418
15-10-2022,Thane,4760.67,718.24,960.05,538.57,313.77,24.61,0.68,8.42,7.83,36.37,7.26,7.93,1013.81,1.016
23-10-2022,Mumbai,1609.44,938.03,346.77,99.71,245.26,29.17,3.62,11.88,8.55,33.99,6.94,7.59,1006.83,1.035
05-11-2022,Palghar,3826.13,154.46,289.73,432.98,178.65,26.13,3.58,8.88,3.51,34.42,6.05,8.07,1008.83,1.822
10-11-2022,Raigad,2523.36,240.25,81.34,422.64,597.62,27.29,3.54,7.51,5.18,34.67,5.6,8.41,1010.66,2.39
11-11-2022,Mumbai,4753.94,396.56,256.32,162.27,229.27,30.79,1.21,11.02,12.37,33.01,6.19,8.48,1014.28,1.44
17-11-2022,Thane,2316.21,413.57,812.97,556.43,34.21,30.26,2.14,4.89,13.45,36.55,6.77,8.36,1005.23,1.786
19-11-2022,Palghar,4823.1,144.1,180.48,749.16,641.09,28.19,3.46,7.18,8.59,33.21,6.92,7.77,1009.83,1.076
27-11-2022,Mumbai,1873.81,698.08,638.37,287.79,29.85,26.93,3.78,5.88,14.71,35.57,6.02,8.06,1005.48,0.693
28-11-2022,Sindhudurg,4812.65,666.83,629.08,768.33,279.91,27.13,2.39,7.6,8.28,34.04,6.7,8.23,1008.83,2.06
02-12-2022,Thane,1406.52,131.76,132.28,725.86,58.75,28.16,3.57,7.42,3.38,35.58,6.87,8.01,1012.75,2.021
08-12-2022,Raigad,3323.28,574.4,313.17,476.39,600.65,26.75,1.56,9.79,10,36.86,6.03,8.35,1014.51,1.462
18-12-2022,Mumbai,4177.51,543.04,86,585.4,479.31,29.19,2.8,10.17,9.33,34.96,6.72,7.76,1010.34,1.024
19-12-2022,Ratnagiri,593.73,170.87,308.47,769.97,656.3,27.54,2.62,4.79,9.39,35.4,5.87,8.5,1006.31,0.658
21-12-2022,Thane,4677.75,868.02,130.8,186.95,210.75,25.66,3.19,6.98,11.81,34.18,6.66,8.28,1006.64,1.453
05-01-2023,Palghar,3694.07,195.42,318.53,480.89,627.54,30.16,0.87,7.76,13.27,34.79,5.66,7.64,1010.05,0.592
06-01-2023,Ratnagiri,1671.29,661.59,366.48,675.33,308.73,30.8,2.88,4.55,13.45,33.44,6.8,7.61,1010.49,1.533
09-01-2023,Ratnagiri,2379.24,491.7,97.33,558.8,634.36,28.25,2.35,7.14,10.59,33.78,5.33,8.29,1011.27,2.376
17-01-2023,Thane,4477.3,193.91,976.59,77.53,268.9,25.59,3.1,8.5,9.08,33.61,5.2,7.67,1006.56,1.658
20-01-2023,Ratnagiri,1335.76,356.17,221.78,743.06,48.96,26.38,1.99,10.95,7.4,34.72,7.99,8.36,1007.46,2.323
22-01-2023,Sindhudurg,2227.74,736.79,721.86,181.56,473.93,29.22,2.11,3.44,14.98,34.29,5.53,8.5,1011.78,1.302
29-01-2023,Thane,3611.24,909.48,747.84,195.48,468.75,24.99,3.47,6.31,7.26,36.28,7.39,8,1009.47,2.04
09-02-2023,Ratnagiri,3356.61,379.73,141.33,94.74,125.25,25.87,1.26,8.26,7.6,33.28,5.53,8.14,1010.54,0.521
11-02-2023,Mumbai,1143.56,265.14,568.82,41.78,175.07,29.79,0.91,10.22,10.83,35.08,5.56,8.38,1014.41,1.832
16-02-2023,Raigad,4873.37,1092.94,674.72,362.19,289.71,24.02,3.3,6.06,10.98,34.65,7.73,7.87,1006.02,2.153
27-02-2023,Ratnagiri,1959.91,335.52,415.45,592.71,524.38,29.57,0.6,4.7,2.15,36.17,5.84,8.26,1005.55,2.149
07-03-2023,Mumbai,927.9,476.27,145.91,390,613.81,28.31,3.21,5.51,13.14,35.04,7.76,7.56,1012.2,1.547
11-03-2023,Mumbai,2367.33,1088.35,875.75,202.16,113.21,26.97,2.57,10.7,3.99,33.94,7.82,8.5,1013.54,1.724
16-03-2023,Sindhudurg,1766.18,526.69,143.36,189.83,560.99,27.26,2,3.59,14.67,34.42,7.35,8.23,1005.28,0.683
30-03-2023,Raigad,4222.67,1171.15,940.54,298.61,257.86,26.54,1.67,6.19,12.17,36.07,6.15,8.08,1008.92,0.53
12-04-2023,Raigad,1119.96,820.51,631.06,463.71,292.77,28.85,3.69,6.05,13.18,33.9,6.72,8.29,1005.04,1.641
15-04-2023,Sindhudurg,2965.88,810.27,764.16,737.82,375.44,29.03,1.56,9.32,9.01,33.11,7.04,7.66,1013.85,0.83
18-04-2023,Sindhudurg,4027.6,272.34,985.27,438.8,50.25,31.27,3.59,6.23,13.85,36.81,5.04,8.06,1008.8,1.977
20-04-2023,Sindhudurg,3417.49,305.31,833.29,236.27,54.86,30.23,2.39,9.28,12.07,36.84,5.73,7.99,1014.55,2.293
26-04-2023,Raigad,4231.7,982.07,299.21,388.71,434.62,27.76,2.96,8.54,9.81,34.03,6.23,8,1005.51,1.507
02-05-2023,Thane,4899.1,328.76,623.92,286.18,695.02,28.36,3.76,3.89,14,35.39,7.67,7.51,1006.78,2.396
20-05-2023,Sindhudurg,1796.16,290.2,357.58,476.12,134.54,28.09,2.58,4.07,6.91,34.3,7.14,7.82,1009.63,2.468
28-05-2023,Mumbai,791.7,903.33,317.3,618.97,382.7,30.47,1.37,6.88,2.34,34.21,6.65,8.18,1005.51,1.193
07-06-2023,Ratnagiri,3484.66,770.9,453.04,345.61,656.51,27.99,0.88,4.13,10.39,36.76,5.74,7.84,1011.3,1.898
09-06-2023,Thane,4060.6,550.07,536.02,434.8,180.89,31.01,3.32,10.08,6.53,33.58,6.06,7.69,1014.64,2.343
14-06-2023,Raigad,3494.05,302.31,74.66,539.48,205.81,25.71,1.15,7.29,5.79,35,6.77,7.67,1009.82,1.653
15-06-2023,Mumbai,2277.78,185.78,197.78,66.02,485.72,31.64,3.35,3.82,11.42,35.76,6.73,7.71,1007.51,1.005
22-06-2023,Palghar,1684.03,765,852.38,668.92,58.94,29.92,1.57,8.71,6.96,35.83,6.56,7.91,1008.23,2.455
28-06-2023,Palghar,1504.31,324.59,115.09,718.26,535.33,24.55,1.92,6.33,5.51,36.38,5.61,8.02,1006.18,1.613
29-06-2023,Sindhudurg,1810.47,1080.08,845.34,419.04,103.6,30.65,3.26,4.69,2.31,36.01,7.21,7.83,1009.54,1.084
30-06-2023,Raigad,1856.21,1048.51,906.64,655.36,609.08,28.71,2.66,4.62,7.14,36.07,6.5,7.5,1010.04,0.816
07-07-2023,Thane,3187.34,763.32,860.16,58.45,662.61,28.23,3.01,3.77,11.34,35.62,6.84,8.5,1013.26,1.844
10-07-2023,Ratnagiri,1350.2,687.85,492.07,342.49,58.17,29.21,1.49,10.98,3.19,33.71,5.91,7.92,1007.39,2.197
16-07-2023,Thane,3803.67,875.34,728.53,190.84,180.21,26.42,1.65,5.95,8.53,34.88,7.06,7.88,1011.2,2.332
20-07-2023,Ratnagiri,4258.94,1097.67,918.71,550.95,687.51,25.27,3.75,8.26,10.91,33.36,5.57,7.57,1005.17,1.04
28-07-2023,Palghar,3318.97,236.75,477.53,727.82,339.73,30.23,1.21,6.86,10.21,33.43,5.01,8.3,1012.7,2.326
30-07-2023,Sindhudurg,3972.05,585.96,643.86,517.64,554.22,26.08,0.85,9.47,8.98,34.48,6.72,7.81,1011.64,2.112
31-07-2023,Sindhudurg,2323.43,435.23,73.34,603.9,307.19,28.13,2.7,8.75,14.93,35.97,6.8,7.76,1013.17,1.279
03-08-2023,Sindhudurg,1387.8,535.39,526.73,343.19,229.97,28.61,2.72,11.46,14.33,36.75,6.18,8.48,1009.27,0.777
14-08-2023,Mumbai,1921.13,696.91,517.6,260.51,85.88,27.64,1.33,3.71,3.32,35.95,7.81,8.23,1008.72,1.14
18-08-2023,Raigad,4450.63,765.1,79.93,774.75,669.27,25.86,0.94,8.98,12.51,35.06,6.52,7.93,1013.44,1.585
19-08-2023,Palghar,4190.06,225.39,756.2,456.15,249.37,30.66,0.51,5.43,10.39,33.97,6.32,7.7,1013.5,1.814
21-08-2023,Thane,3961.78,998.19,244.12,683.66,169.5,27.09,2.13,10.85,7.65,34.88,5.61,7.71,1012.06,2.031
28-08-2023,Sindhudurg,4498.47,400.18,93.94,385.03,77.24,31.43,2.28,9.57,13.12,34.73,5.76,7.84,1007.12,2.06
01-09-2023,Raigad,4416.56,621.19,639,108.62,440.33,31.86,2.53,8.93,12.73,36.24,5.36,8.21,1008.85,1.331
09-09-2023,Palghar,1268.52,720.51,365.12,675.62,657.64,26.12,1.88,8.44,2.01,35.8,7.66,7.53,1011.1,1.744
10-09-2023,Raigad,2232.74,966.52,344.18,99.59,664.39,29.99,2.52,8.24,3.97,35.13,6.32,8.46,1008.18,1.882
17-09-2023,Thane,2189.83,251.49,55.93,238.5,119.02,30.94,3.13,10.62,12.44,35.44,5.19,8.28,1009.48,0.933
18-09-2023,Thane,2861.63,635.77,348.31,311.47,430.93,29.32,2.47,7.26,12.45,36.55,5.22,8.35,1012.35,1.644
24-09-2023,Raigad,2302.13,293.45,214.39,675.76,363.04,31.64,1.54,4.09,7.08,35,5.52,8.28,1007.79,2.024
25-09-2023,Ratnagiri,2627.29,139.25,829.23,103.38,205.86,31.07,1.48,4.58,8.67,36.43,7.19,8.31,1011.46,1.777
04-10-2023,Raigad,2809.78,514.18,131.45,136.81,571.68,31.38,2.99,5.12,6.02,36.35,5.52,7.97,1008.91,2.433
06-10-2023,Sindhudurg,2205.43,133.36,221.68,291.67,275.56,31.96,1.07,7.65,2.33,33.99,5.26,7.81,1014.77,1.372
17-10-2023,Thane,3545.94,717.28,293.56,530.44,276.79,27.39,2.68,10.08,5.18,36.68,7.76,7.68,1007.86,2.215
19-10-2023,Thane,1365.51,1172.69,972.69,691.99,444.18,28.56,1.18,7.13,7.44,35.77,5.2,8.09,1010.48,0.52
21-10-2023,Sindhudurg,2855.5,193.04,547.37,413.36,503.58,31.19,0.64,10.1,12.27,35.77,6.31,8.34,1011.77,2.251
07-11-2023,Sindhudurg,1548.71,554.13,766.19,655.01,604.61,27.34,2.95,5.39,6.81,36.85,7.23,8.48,1006.91,1.014
24-11-2023,Mumbai,2457.34,531.8,608.72,249.49,383.8,25,3.19,7.5,5.03,35.8,7.64,7.87,1007.47,2.158
04-12-2023,Raigad,2943.44,100.86,409.77,652.9,511.29,24.34,2.93,6.36,8.1,36.49,6.16,7.74,1005.31,1.503
06-12-2023,Palghar,4634.27,1127.04,944.8,39.1,531.51,28.26,3.55,7.16,4.27,33.71,6.28,7.84,1010.58,1.256
23-12-2023,Raigad,2306.49,444.06,414.19,243.66,406.47,26.1,2.53,6.68,3.87,36.13,7.15,7.59,1008.77,2.266
27-12-2023,Mumbai,4144.19,1171.27,246.91,232.99,692.36,28.84,1.31,3.81,13.41,36.85,7.95,7.76,1013.73,2.278
30-12-2023,Sindhudurg,2706.95,128.05,878.15,784.79,188.89,26.59,1.6,5.48,11.76,34.15,5.62,7.55,1014.38,2.333
31-12-2023,Raigad,807.3,452.12,437.87,655.48,576.28,31.31,2.87,8.56,6.97,35.2,5.16,7.65,1010.85,0.693
03-01-2024,Sindhudurg,4219.65,418.49,656.59,96.35,612.44,26.66,1.45,6.91,7.46,35.97,5.43,8.27,1014.16,1.268
08-01-2024,Sindhudurg,1028.98,910.97,824.66,642.73,576.9,29.99,3.3,5.29,5.23,36.65,7.13,7.73,1013.19,1.077
18-01-2024,Ratnagiri,3254.3,926.01,702.61,444.92,588.82,28.02,3.76,11.28,12,34.59,7.74,8.49,1005.89,1.293
29-01-2024,Palghar,3239.56,258.15,939.83,36.81,180.93,24.12,1.25,4.3,11.95,33.98,5.59,8.14,1005.8,0.643
02-02-2024,Ratnagiri,4215.79,922.44,556.88,137.25,333.38,29.84,2.2,9.45,9.43,34.41,7.91,8.28,1011.41,2.083
05-02-2024,Mumbai,1734.53,578.87,799.9,132.41,492.99,25.11,1.11,9,3.38,33.8,5.59,7.69,1008.93,1.895
17-02-2024,Ratnagiri,4712.25,1116.37,331.84,470.26,405.04,25.95,3.92,10.14,6.19,33.29,5.85,8.02,1010.19,1.196
06-03-2024,Sindhudurg,4494.33,675.79,885.93,300.02,191.57,25.84,2.87,7.66,14.54,36.84,5.89,7.96,1012.41,2.343
07-03-2024,Mumbai,3807.66,476.85,448.58,136.09,590.65,25.09,2.48,4.44,12.88,33.52,6.59,8.01,1010.49,1.326
17-03-2024,Sindhudurg,2900.16,388.86,759.81,785.67,131.14,30.67,2.5,11.99,14.44,35.25,5.96,8.41,1009.79,1.781
19-03-2024,Mumbai,3944.19,613.36,779.82,47.65,667.01,25.47,3.48,5.15,7.33,35.9,5.96,7.58,1014.84,0.83
20-03-2024,Palghar,3422.31,409.03,86.12,464.05,485.43,27.35,3.7,5.84,9.94,36.93,7.04,8.18,1014.62,0.672
26-03-2024,Raigad,4111.55,559.19,788.91,382.76,603.75,28.86,3.67,3.22,6.06,35.03,5.88,7.62,1014.38,0.531
31-03-2024,Palghar,1757.6,556.91,263.76,623.66,459.69,27.5,2.14,3.48,2.16,36.87,5.44,8.07,1005.82,2.449
04-04-2024,Thane,4303.4,328.29,813.35,718.84,505.69,25.28,3.16,8.96,4.55,34.22,6.16,7.61,1012.98,1.308
10-04-2024,Thane,1024.45,348.36,645.06,294.66,220.65,26.66,1.64,11.83,5.87,33.54,6.77,7.75,1011.64,0.548
13-04-2024,Mumbai,1087.71,876.76,877.18,725.17,628.02,28.52,0.57,8.76,10.66,34.09,5.75,7.92,1006.16,0.811
14-04-2024,Palghar,3332.83,337.42,884.2,230.97,484.9,24.44,1.29,9.5,7.6,33.59,6.09,7.6,1010.96,0.607
17-04-2024,Sindhudurg,1238.27,1111.35,538.43,496.02,66.22,30.33,1.83,6.82,2.37,34.58,7.79,8.22,1005.13,1.767
25-04-2024,Raigad,4904.18,298.87,484.84,368.17,652.11,30.81,3.18,11.26,13.93,34.67,6.71,8.35,1009.11,0.875
27-04-2024,Ratnagiri,2183.14,892.82,175.59,475.08,250.04,28.5,3.09,7.26,6.58,33.06,7.27,8.36,1008.42,0.784
11-05-2024,Sindhudurg,3368.73,1058,138.38,560.29,335.35,25.9,2.85,11.41,2.02,36.22,6.12,8.36,1006.26,2.165
17-05-2024,Ratnagiri,3816.08,193.21,679.47,580.15,309.9,30.95,0.79,8.17,10.12,34.59,6.02,7.97,1012.18,1.042
18-05-2024,Sindhudurg,931.77,533.2,494.29,399.02,603.15,30.21,0.51,7.21,9.82,35.27,7.88,8.48,1014.09,0.747
20-05-2024,Thane,838.46,841.83,54.54,528.84,544.82,27.95,1.15,8.31,8.18,33.97,6.4,8.36,1007.5,0.628
21-05-2024,Raigad,1850.65,205.89,839.76,709.4,461.26,28.43,2.28,3.01,3.15,34.12,6.04,7.69,1007.77,1.062
24-05-2024,Thane,1421.76,673.1,819.21,661.52,149.06,30.63,3.35,9.62,6.1,35.67,5.61,7.7,1005.05,2.414
14-06-2024,Palghar,3614.6,1044.3,616.17,269.47,487.67,24.7,3.21,3.15,9.62,34.94,7.91,7.65,1012.45,0.709
19-06-2024,Thane,4898.16,978.48,65.23,482.65,274.16,29.73,3.18,9.1,5.57,33.91,6.79,7.86,1005.77,1.55
26-06-2024,Palghar,4333.86,592.29,133.16,520.61,679.06,24.61,3.37,3.62,10.92,33.95,5.66,7.7,1006.7,1.99
03-07-2024,Ratnagiri,3081.91,186.68,383.95,742.95,391.53,24.2,3.49,7.09,12.14,33.26,6.31,8.13,1011.46,1.864
07-07-2024,Raigad,3594.21,847.54,727.85,641.1,129.36,31.69,2.47,5.57,2.2,33.07,7.15,8.14,1013.89,1.819
09-07-2024,Sindhudurg,4063.17,781,275.1,423.67,431.39,27.83,3.07,4.07,9.27,34.63,7.56,7.7,1007.83,0.911
07-08-2024,Raigad,1871.53,450.31,294.45,690.76,353.12,31.79,0.52,9.25,9.53,33.6,6.47,7.66,1013.9,2.1
12-08-2024,Thane,3950.87,518.61,427.89,521.79,685.57,27.22,3.34,4.46,11.26,36.48,7.92,7.9,1011.08,1.018
18-08-2024,Ratnagiri,2381.15,1026.29,835.5,493.15,659.08,30.74,2.33,5.03,14.34,35.64,5.27,7.74,1009.55,2.487
20-08-2024,Palghar,1430.81,187.38,687.57,123.43,498.62,30.35,1.91,4.18,9.71,34.68,6.72,8.41,1006.52,0.539
22-08-2024,Mumbai,2591.35,1196.86,484.73,277.82,469.46,30.23,2.36,10.48,12.03,36.46,7.59,8.13,1010.47,2.328
10-09-2024,Thane,2569.94,721.34,213.45,701.83,172.6,31.34,1.19,8.45,14,34.28,7.02,8.01,1008.77,1.493
20-09-2024,Ratnagiri,2473.21,836.99,398.11,242.07,581.12,31.16,3.64,3.34,11.46,36.66,6.02,8.48,1007.54,0.5
13-10-2024,Ratnagiri,1920.04,868.56,152.24,515.41,493.35,25.76,1.44,7.67,14.84,34.96,7.75,7.72,1013.98,2.207
29-10-2024,Ratnagiri,1605.92,681.25,816.4,776.96,440.05,31.24,1.66,10.14,14.88,36.46,7.88,8.29,1009.92,2.47
07-11-2024,Mumbai,3568.96,620.11,143.66,667.66,96.97,29.85,1.9,8.74,10.21,35.21,7.57,8.31,1005.14,1.184
29-11-2024,Raigad,3345.46,917.61,470.98,219.67,442.55,31.88,1.85,10.85,13.25,35.61,5.18,7.81,1009.62,2.439
30-11-2024,Palghar,799.41,459.43,63.01,719.68,131.27,24.64,3.53,6.73,11.13,33.73,7.05,7.88,1010.21,1.615
03-12-2024,Thane,997.18,218.52,494.52,345.29,376.74,25.91,1.93,3.93,14.21,34.04,7.88,7.73,1011.49,1.668
20-12-2024,Sindhudurg,1512.78,143.12,946.91,179.17,40.71,26.44,2.23,4,5.69,36.56,6.59,8.41,1005.37,0.626
27-12-2024,Mumbai,2605.66,627.67,482.16,198.95,298.86,28.49,1.57,10.64,3.72,35.1,6.36,7.76,1009.04,0.512
29-12-2024,Thane,3237.58,578.7,606.77,411.76,625.07,28.72,1.11,9.69,5.69,35.56,6.99,8.38,1010.92,1.654
06-01-2025,Raigad,809.44,358.84,718.37,144.52,396.43,26.23,3.63,8.16,13.62,33.82,5.6,8.01,1014.78,1.539
15-01-2025,Raigad,1573.54,1052.73,971.74,305.93,63.69,30.52,1.89,8.27,9.67,35.58,5.93,7.85,1012.7,2.071
26-01-2025,Ratnagiri,1230.93,251.22,667.48,124.68,180.58,28.99,0.64,10.06,2.99,35.98,7.51,8,1013.16,0.997
03-02-2025,Thane,1444.31,998.95,824.79,791.29,518.83,27.62,0.57,5.49,5.24,36.49,6.56,7.8,1007.39,1.786
11-02-2025,Palghar,1103.64,1199.56,872.49,444.55,164.71,28.17,2.59,9.93,3.03,34.5,5.78,8.31,1008.9,1.456
21-02-2025,Raigad,721.8,134.95,376.65,257.81,102.25,25.06,0.53,5.52,3.12,34.9,6.87,8.48,1011.26,0.776
28-02-2025,Thane,4589.23,359.91,985.4,426.39,663.59,28.49,0.53,8.59,7.8,33.62,6.67,7.99,1007.49,1.537
03-03-2025,Palghar,983.9,386.17,203.55,610.93,38.51,28.85,2.78,9.97,3.81,34.8,6.67,7.57,1012.88,1.01
08-03-2025,Thane,4500.34,328.66,699.57,612.3,28.27,30.39,1.12,3.76,3.51,36.55,7.19,7.67,1006.71,1.792
09-03-2025,Sindhudurg,2192.16,471.25,124.98,345.19,256.87,30.9,3.45,4.53,14.48,34.74,7.38,8.35,1005.15,2.084
12-03-2025,Raigad,2330.19,367.85,760.62,197.14,303.17,29.34,1.8,7.21,14.06,35.28,7.27,7.81,1008.69,1.259
14-03-2025,Sindhudurg,2933.98,226.55,278.77,83.95,87.12,29.46,0.83,8.82,11.79,34.33,5.64,8.22,1014.83,1.305
21-03-2025,Mumbai,2398.48,986.46,652.44,84.53,460.17,26.84,2.38,11.85,10.92,35.95,6.77,7.68,1007.84,2.497
22-03-2025,Ratnagiri,4971.65,370.1,461.13,697.66,390.87,27.36,0.77,6.35,11.93,35.02,5.54,7.74,1008.69,1.038
24-03-2025,Sindhudurg,3401.38,257.88,768.34,115.76,600.77,29.52,1.67,3.41,7.95,33.46,7.01,7.75,1010.21,2.438
25-03-2025,Palghar,2473.82,158.07,329.04,538.14,67.99,24.89,0.93,6.08,8.94,33.68,7.04,8.05,1011.31,1.564
12-04-2025,Raigad,2284.22,928.44,353.75,196.04,398.37,28.3,2.87,5.69,4.23,33.34,7.74,7.86,1010.99,2.069
17-04-2025,Thane,1588.61,460.17,209.87,702.66,65.45,31.2,2.96,3.11,12.44,36.2,7.59,7.51,1008.98,0.597
20-04-2025,Mumbai,3830.1,768.07,322.21,494.25,506.71,24.78,2.99,5.11,8.9,36.01,6.31,8.22,1007.26,2.298
21-04-2025,Raigad,2972.25,800.31,673.1,782.53,233.52,25.63,3.66,5.95,12.58,34.53,5.14,7.61,1007.73,2.116
27-04-2025,Ratnagiri,2154.12,226.78,422.11,325.95,97.49,28.27,3.09,10.95,9.63,36.71,7.64,8.01,1005.16,1.51
28-04-2025,Sindhudurg,2994.76,263.16,496.22,701.18,323.65,28.64,3.89,7.23,11.3,35.31,6.03,7.67,1013.19,2.15
04-05-2025,Palghar,1529.68,270.92,464.81,422.14,187.85,26.22,3.22,5.91,2.38,36.85,6.34,8.49,1008.14,1.711
10-05-2025,Raigad,1630.16,615.91,62.01,383.12,369.76,25.17,1.37,8.05,3.13,34.01,6.28,8.22,1007.93,2.196
11-05-2025,Ratnagiri,731.94,738.25,651.6,36.94,79.03,24.39,2.68,7.46,13.49,35.26,7.66,8.24,1007.62,1.079
12-05-2025,Thane,1861.51,653.73,684.74,266.83,596.88,26.21,2.77,5.83,6.52,35.05,5.98,8.08,1010.95,0.934
18-05-2025,Mumbai,4578.11,562.02,333.31,65.08,183.19,29.2,3.28,3.81,13.81,35.85,5.03,7.66,1006.68,1.304
24-05-2025,Ratnagiri,664.14,606.55,397.87,115.48,103.55,24.28,2.37,10.28,2.84,36.78,6.29,8.48,1013.1,2.416
31-05-2025,Palghar,3377.66,440.81,867.31,258.44,631.48,24.19,0.72,7.26,3.85,35.5,5.44,7.58,1008,0.581
16-06-2025,Mumbai,4402.53,762.53,629.76,751.72,610.93,25.14,2.54,11.65,5.76,34.9,6.48,8.46,1009.23,2.448
17-06-2025,Sindhudurg,4799.57,721.9,282,580.14,74.58,24.78,3.44,3.39,14.04,35.91,6.68,8.43,1005.8,1.631
20-06-2025,Ratnagiri,2491.6,687.82,104.1,429.43,24.98,28.88,2.74,5.11,8.91,34.23,7.06,8.08,1008.38,1.655
22-06-2025,Sindhudurg,1691.46,796.25,207.81,629.23,159.68,24.26,3.61,10.68,10.96,36.95,5.77,8.06,1010.61,1.602
25-06-2025,Sindhudurg,2798.86,695.21,661.82,120.71,320.41,31.44,1.95,9.52,11.94,33.51,5.19,8.43,1006.53,1.881
27-06-2025,Sindhudurg,1219.54,1195.71,571.99,392.52,423.71,31.49,2.05,8.54,7.98,33.28,6.96,7.59,1010.72,1.096
04-07-2025,Raigad,1850.02,1021.18,777.59,106.61,580.87,25.39,2.53,3.65,8.08,36.49,5.22,8.31,1005.06,0.595
08-07-2025,Mumbai,3081.39,668.25,323.07,559.18,339.37,24.06,1.2,6.64,12.47,35.49,5.26,7.52,1007.68,1.695
11-07-2025,Sindhudurg,3723.91,215.06,611.37,310.82,114.28,28.39,2.97,9.64,7.34,33.83,5.89,8.41,1013.13,1.032
12-07-2025,Ratnagiri,891.25,1154,521.55,316.96,545.79,26.13,0.52,11.44,10.04,33.53,7.59,8.3,1007.43,2
